2005-09-01 16:58:41, Average price: 36.80
2005-09-02 12:50:26, Average price: 37.26
2005-09-02 17:30:42, Average price: 35.95
2005-09-06 15:09:40, Average price: 36.75
2005-09-06 16:52:15, Average price: 36.83
2005-09-01 16:58:41, Average price: 36.80
2005-09-02 12:50:26, Average price: 37.26
2005-09-02 17:30:42, Average price: 35.95
2005-09-06 15:09:40, Average price: 36.75
2005-09-06 16:52:15, Average price: 36.83
